BLOCK ID,TIME STAMP,PARENT ID,MINER,SLOW,LOW_CPU,PRIVATE
b8cb4ac2725cfb7270c00ef05c82fb44d94083bcc0cb8f739b00d900648ded70,0,NULL,0,0,0,0
a6174fbb8e992e85ec19d7f04c5777ba837f9c344e527f0e45a282b3c4b47a08,596.7403510078262,b8cb4ac2725cfb7270c00ef05c82fb44d94083bcc0cb8f739b00d900648ded70,2,0,3,0
2163c8f7acc8644674394ec4c879cb94533f6f2f03a2a423ebb064d6c9799021,2541.7931869004233,b8cb4ac2725cfb7270c00ef05c82fb44d94083bcc0cb8f739b00d900648ded70,66,0,0,0
0dba8a44d54a4879ae487a9ebddf5df5a787acd3fe9678105dd28f01a34452db,2778.618108865175,b8cb4ac2725cfb7270c00ef05c82fb44d94083bcc0cb8f739b00d900648ded70,1,0,2,0
1e988705080ece1016e4d44bee46662fe87865225be1b1bc69378205d70c3b32,3172.279429606736,b8cb4ac2725cfb7270c00ef05c82fb44d94083bcc0cb8f739b00d900648ded70,13,0,0,0
445289ac7c3bf50cfb346bf15ddbca17414c27dfc132bd6e6b2ed47a370adeb8,894.9022306774301,a6174fbb8e992e85ec19d7f04c5777ba837f9c344e527f0e45a282b3c4b47a08,2,0,3,0
cc3b0d9e11504a623e211c9eb634682fa4aaeee40e0340529c0796682abb7c1a,2778.618108865175,0dba8a44d54a4879ae487a9ebddf5df5a787acd3fe9678105dd28f01a34452db,1,0,2,0
501542d110655498e86c2e69e01a67afdb25a95cb22fa775229c0637c1c66cab,1718.9645665670255,445289ac7c3bf50cfb346bf15ddbca17414c27dfc132bd6e6b2ed47a370adeb8,2,0,3,0
0f6b4b3b8ec0736ac7d736a4b9ef97a6cd08ab6ccc2a26cc79212a69f3878203,3675.5204485060362,cc3b0d9e11504a623e211c9eb634682fa4aaeee40e0340529c0796682abb7c1a,71,0,0,0
8fa2fcc748dc0798851337ba4edbf804d303045498e8135c9f4441eebebd42d6,4013.122552151455,cc3b0d9e11504a623e211c9eb634682fa4aaeee40e0340529c0796682abb7c1a,33,1,0,0
427ae438e59b7c829b7030f966f8048ceb1117c44d927a84a870b8658cbe0c20,1791.0160080554222,501542d110655498e86c2e69e01a67afdb25a95cb22fa775229c0637c1c66cab,2,0,3,0
1f4e947429375d1b2996f46e1efec830e37b9af503e03052024cef6a5456f403,4581.991682720353,0f6b4b3b8ec0736ac7d736a4b9ef97a6cd08ab6ccc2a26cc79212a69f3878203,76,1,0,0
5928157e763d931d9e75c327e2741dbcbc2acd5370738d573de12d82a74e68c5,4082.9178985125977,8fa2fcc748dc0798851337ba4edbf804d303045498e8135c9f4441eebebd42d6,7,1,0,0
9dca33b8e45514bee94be7041fa17d20fdb59a010e3b9561b2fbf860ca76dd4f,4491.280850507921,427ae438e59b7c829b7030f966f8048ceb1117c44d927a84a870b8658cbe0c20,2,0,3,0
79da67fa741dedfa387b1b0dff491b6bae783f6374cc0302042a992a6031624c,5719.145424476199,5928157e763d931d9e75c327e2741dbcbc2acd5370738d573de12d82a74e68c5,92,0,0,0
aa6cd82f7794a7e1dcd003005d9411017db6b0ba5f28049dc3b1f66ecf0a6224,6223.943482288572,9dca33b8e45514bee94be7041fa17d20fdb59a010e3b9561b2fbf860ca76dd4f,2,0,3,0
a90d1a4ee4d4fbb58656884f22ab1e2889b4dcde7e6def66d8396f1f84ddc347,7378.781283632088,79da67fa741dedfa387b1b0dff491b6bae783f6374cc0302042a992a6031624c,21,1,0,0
5b3e318ba7bb3cd4dc514b58b288306f43593b035585fb49db56efb02060a45a,7541.4931578243295,79da67fa741dedfa387b1b0dff491b6bae783f6374cc0302042a992a6031624c,7,1,0,0
c93af4528066e4b0fdd30543f81b4045d96a52d05b1fb5dec88de3067246162b,9534.298681506685,aa6cd82f7794a7e1dcd003005d9411017db6b0ba5f28049dc3b1f66ecf0a6224,63,1,0,0
6e78ea69bb629aac1a5982019ab05460f0587f13bd2e497daa1fa177d81d637c,9703.377255867768,aa6cd82f7794a7e1dcd003005d9411017db6b0ba5f28049dc3b1f66ecf0a6224,97,0,0,0
67fd2f33940fd493800fcd548ef9970d4e4d4ec54e3da2e3bea6234ea5bb5fb5,9846.238913851274,a90d1a4ee4d4fbb58656884f22ab1e2889b4dcde7e6def66d8396f1f84ddc347,1,0,2,0
1650ee579a973e4b6b9fc359dab100c730939728bb43dc9a781f6ecc00c82c25,9707.392661695461,c93af4528066e4b0fdd30543f81b4045d96a52d05b1fb5dec88de3067246162b,2,0,3,0
f4d331b2a5260f8ff8361d3f2464b577a89cb918cb59867ed77a4a14cbe5933e,11348.309070959409,c93af4528066e4b0fdd30543f81b4045d96a52d05b1fb5dec88de3067246162b,11,0,0,0
223ed14f03b9960d441a3375d4cf03a70596564924483bd2fcbdc009e25724fe,11623.955602014654,c93af4528066e4b0fdd30543f81b4045d96a52d05b1fb5dec88de3067246162b,91,0,0,0
e6e5e058c091bb23402e28c9fef7930a4e9ff8fa1bdd6f86d1f134020697528e,9911.290898401696,67fd2f33940fd493800fcd548ef9970d4e4d4ec54e3da2e3bea6234ea5bb5fb5,1,0,2,0
a84e3f1d225d7f6839e3bee3a3a87c06e966938eb7c11cc3fe2ac3d48e959461,11339.865675966033,1650ee579a973e4b6b9fc359dab100c730939728bb43dc9a781f6ecc00c82c25,2,0,3,0
19d81eb85c5768214ed00e1ad22a6730351c94971da0a750544af65b35015953,11344.047390373173,e6e5e058c091bb23402e28c9fef7930a4e9ff8fa1bdd6f86d1f134020697528e,80,0,0,0
0ba225b75864ccc09a332acf8ae52250af66c51c22f18650089eabd0df393926,11510.481981904753,e6e5e058c091bb23402e28c9fef7930a4e9ff8fa1bdd6f86d1f134020697528e,13,0,0,0
272ab84b317e274e2a25ee6feb669baba4e4f191a9b659b896ccd06d208a759d,11874.053297881557,e6e5e058c091bb23402e28c9fef7930a4e9ff8fa1bdd6f86d1f134020697528e,69,0,0,0
4308ddf9279fd501677ee93fc8050c1667734c615ccc07ca3cf63cb443fa3b62,11584.425571809295,a84e3f1d225d7f6839e3bee3a3a87c06e966938eb7c11cc3fe2ac3d48e959461,2,0,3,0
