BLOCK ID,TIME STAMP,PARENT ID,MINER,SLOW,LOW_CPU,PRIVATE
f654ef843f7da1c04298c6e299f70ceb08c43ea7252587f7e8adfbba0a1c101b,0,NULL,0,0,0,0
44668fcca454fbaced7c8b9e70e5ea4f2a0c885824e633fb4c656b36de16b0a8,14019.011881921431,f654ef843f7da1c04298c6e299f70ceb08c43ea7252587f7e8adfbba0a1c101b,89,1,0,0
eec6fff887acd6bfb54464da7694575f3c40210f09d6c98a2d046753bddb7d7f,15104.074422047406,f654ef843f7da1c04298c6e299f70ceb08c43ea7252587f7e8adfbba0a1c101b,1,0,2,0
2c85dfaf4a5867238b6d25c8ed839b9237444ebe2b252477b0435cb465a10677,15155.486179864221,eec6fff887acd6bfb54464da7694575f3c40210f09d6c98a2d046753bddb7d7f,1,0,2,0
b7ce7abf67449b96ed10f8ea1804b8b90fbf5119853460f8bff23ad62044b17b,17950.335309157992,2c85dfaf4a5867238b6d25c8ed839b9237444ebe2b252477b0435cb465a10677,31,1,0,0
cfad276239759a953a69ddc519678a8324bc4d9e518d3c3aa813cd705ab80eba,19257.195771599207,b7ce7abf67449b96ed10f8ea1804b8b90fbf5119853460f8bff23ad62044b17b,2,0,3,0
5ba3f31edb733e80d1f7fed43148f73bcac99237869c36d842510b1038940745,64096.46548737164,b7ce7abf67449b96ed10f8ea1804b8b90fbf5119853460f8bff23ad62044b17b,75,1,0,0
2d39dcf1cbab653945509cf7acac85173eda1dc4b8c2e2039ef8420573c895fe,64568.60060805488,b7ce7abf67449b96ed10f8ea1804b8b90fbf5119853460f8bff23ad62044b17b,1,0,2,0
406215a441bd1a4b487793b5bc15a850c1d3c85811fc2146ff61ba75200ec18a,19477.745092685956,cfad276239759a953a69ddc519678a8324bc4d9e518d3c3aa813cd705ab80eba,2,0,3,0
07afb02f3365955753383278d4ff0c96a9b1070b5a7cd353f19d053bca0b0dcc,83345.37643513115,5ba3f31edb733e80d1f7fed43148f73bcac99237869c36d842510b1038940745,53,1,0,0
2149a184ddc4863eead526052853cb1187555fcb89d9389c8e195e47e00d589d,83972.22886456198,2d39dcf1cbab653945509cf7acac85173eda1dc4b8c2e2039ef8420573c895fe,1,0,2,0
7f5465c785b139563cd251a10d5e81214960ead7d8ddaf1d3306496f05a2a2fe,52608.770332341344,406215a441bd1a4b487793b5bc15a850c1d3c85811fc2146ff61ba75200ec18a,2,0,3,0
14d4c44ffa18cb4dd247a0568258acc48e7fb3f4715d4c3cddd5c8f49ade7427,94437.8997227097,07afb02f3365955753383278d4ff0c96a9b1070b5a7cd353f19d053bca0b0dcc,31,1,0,0
7a1e9e97af071cb63bc405ccb50d758f9b2ad470579da8934d216523e5958ff8,94829.38378210376,2149a184ddc4863eead526052853cb1187555fcb89d9389c8e195e47e00d589d,1,0,2,0
d39e506eb13eeaef028b248fd97a75ac01a77d94e025ac92b826c71a89986db3,57582.32437420178,7f5465c785b139563cd251a10d5e81214960ead7d8ddaf1d3306496f05a2a2fe,2,0,3,0
4d144800b86de35a551a69551a181bbf13a9ee1be39fbe166065214412a142ae,139430.7349876941,14d4c44ffa18cb4dd247a0568258acc48e7fb3f4715d4c3cddd5c8f49ade7427,49,1,0,0
54e80071e7684069741a176011efb17059955acabd6cff5e8b2f83daf2cffc55,139787.91123277292,7a1e9e97af071cb63bc405ccb50d758f9b2ad470579da8934d216523e5958ff8,1,0,2,0
fce3e2774e01e27737d28793aade5cc19e63c51a302bcc09dc627e78b4b67396,63955.10678891444,d39e506eb13eeaef028b248fd97a75ac01a77d94e025ac92b826c71a89986db3,2,0,3,0
47817198723de6dda11ddc8a3135409ea67694d923d847e7065212c4a2cd259f,154492.70764374975,4d144800b86de35a551a69551a181bbf13a9ee1be39fbe166065214412a142ae,90,0,0,0
73b298a3b834f7b47e3739b29f54deb758b80c7b864b94e714cef11310fa5524,154997.51740558055,54e80071e7684069741a176011efb17059955acabd6cff5e8b2f83daf2cffc55,1,0,2,0
51bd3406ac9e9ec042a5075f51befd690b9db39d0af73f5233a2b6ecc34decd2,86268.92989776029,fce3e2774e01e27737d28793aade5cc19e63c51a302bcc09dc627e78b4b67396,2,0,3,0
