BLOCK ID,TIME STAMP,PARENT ID,MINER,SLOW,LOW_CPU,PRIVATE
4b741860876c3022b67fc8acaf4673ff672eeea71ae60834adde986895735bdd,0,NULL,0,0,0,0
1e2f06bbd122cfae77b9e9663cfcc730ed4bf97473f2d3ba2cbd4eaf48531345,70.00625741772215,4b741860876c3022b67fc8acaf4673ff672eeea71ae60834adde986895735bdd,1,0,2,0
1e7b92fc514b041209bb7c97a79c9493bf38d203ca2c3213821572dffbc026d9,69053.81930328265,4b741860876c3022b67fc8acaf4673ff672eeea71ae60834adde986895735bdd,91,1,1,0
bb9516b4a826dff63ed31951fc8d6cea265a37541f1acbe89a3f6b2b83d09a23,70184.41305388998,4b741860876c3022b67fc8acaf4673ff672eeea71ae60834adde986895735bdd,2,0,3,0
fc98233aa35402399a86a82c62c35c7b8ab22e0d1c7a9246089cc7932b92e788,4605.117101701951,1e2f06bbd122cfae77b9e9663cfcc730ed4bf97473f2d3ba2cbd4eaf48531345,1,0,2,0
131c82f444865c8f77c002b0bf3e84554037873cdd7951b22b99a52b0be35704,71978.83729496227,1e7b92fc514b041209bb7c97a79c9493bf38d203ca2c3213821572dffbc026d9,75,0,1,0
33d39e059ac6852c0b6571a672f2f0bcd0462adb84d37477f33bbafc1dfa16bd,73110.33721020483,bb9516b4a826dff63ed31951fc8d6cea265a37541f1acbe89a3f6b2b83d09a23,2,0,3,0
89b133ed4f40c8b273ee0a5adb19b0e36d58eeb189d2c3eb4afe73cdfe92d10a,9276.518008344756,fc98233aa35402399a86a82c62c35c7b8ab22e0d1c7a9246089cc7932b92e788,1,0,2,0
607e04e14fc96c2b9c70dc0da2b8805df9a13469f8112d9a96d3e069ae32cec4,168393.4626178718,131c82f444865c8f77c002b0bf3e84554037873cdd7951b22b99a52b0be35704,17,1,1,0
58a439e695140b61bc294bb1eff05b439bbc3e995031c1533df483417165aae3,169602.6444676487,33d39e059ac6852c0b6571a672f2f0bcd0462adb84d37477f33bbafc1dfa16bd,2,0,3,0
d557f93c3f010f20461b2b027d23f7ed946bdd43eceec660517c5d6e20d01c49,12206.87509254684,89b133ed4f40c8b273ee0a5adb19b0e36d58eeb189d2c3eb4afe73cdfe92d10a,1,0,2,0
1985c0bb81bf7ad1b9543c39698a1658e9d48dc50462f1ce947598126c4c9543,353314.7027309044,607e04e14fc96c2b9c70dc0da2b8805df9a13469f8112d9a96d3e069ae32cec4,63,1,1,0
d568e637a14d829c5f14fefdf56b770c24834bf65d20e6029485ecb42807ee17,353906.3515022039,607e04e14fc96c2b9c70dc0da2b8805df9a13469f8112d9a96d3e069ae32cec4,9,0,1,0
2ab02c45ccb25dfe4baef5c94bea34112c14f675dc3d766e66df89214985e2fd,354293.9537150806,58a439e695140b61bc294bb1eff05b439bbc3e995031c1533df483417165aae3,2,0,3,0
de8d4d441a4e33b74e7107820dba0a9beded01380f8217a8e224eaf98ff06a47,20100.81555091065,d557f93c3f010f20461b2b027d23f7ed946bdd43eceec660517c5d6e20d01c49,1,0,2,0
fa15196c2beaaafccaecb2eb1f1d90f1536668ea55a20ebb5a357582b53218b0,401069.95785592345,1985c0bb81bf7ad1b9543c39698a1658e9d48dc50462f1ce947598126c4c9543,68,1,1,0
15b8b7e53ae0bc0006a5ea7808c9f64517c7479caca70e49c58ce3f22210588d,402567.4759228352,2ab02c45ccb25dfe4baef5c94bea34112c14f675dc3d766e66df89214985e2fd,2,0,3,0
607f9bed9062329bb44064606b5467973cb1e3836c2d27b31de7f00c11fe0638,21978.99992408252,de8d4d441a4e33b74e7107820dba0a9beded01380f8217a8e224eaf98ff06a47,1,0,2,0
a434b6c87aecff01cf7edbb1ef0f6afa408154efa4380039e0a255f8beb9c1f6,465290.83314980613,fa15196c2beaaafccaecb2eb1f1d90f1536668ea55a20ebb5a357582b53218b0,94,0,1,0
e422b53d831124eb253db597d1b832e9eecbe016c90e391ede35f32bedf0f07d,466275.704201004,15b8b7e53ae0bc0006a5ea7808c9f64517c7479caca70e49c58ce3f22210588d,2,0,3,0
0899ac468cc5256af40582ac7fab6dd01ab578548e0447bc3bf9f5f22b744e29,27491.31481726034,607f9bed9062329bb44064606b5467973cb1e3836c2d27b31de7f00c11fe0638,1,0,2,0
4e3ac2f478fe5346f2fcaf83b5abb0350463f1fc8758af4bc112fc1bb821806a,491017.3774695637,a434b6c87aecff01cf7edbb1ef0f6afa408154efa4380039e0a255f8beb9c1f6,40,0,1,0
65f1d7cf5093ea63d387b6abef2c40e190436cbbbe5e0f0dcbc60061452464db,492145.50668631884,e422b53d831124eb253db597d1b832e9eecbe016c90e391ede35f32bedf0f07d,2,0,3,0
092ca56ccc93a82c86c7d2f3985dc62e650e5229637b9049a8f4e9962cf7cdbf,36402.62580746355,0899ac468cc5256af40582ac7fab6dd01ab578548e0447bc3bf9f5f22b744e29,1,0,2,0
e2f8af5e09b52b2006c176d658956d96200c82a937f1058c36dbe8d1db010c11,510216.56343291956,4e3ac2f478fe5346f2fcaf83b5abb0350463f1fc8758af4bc112fc1bb821806a,94,0,1,0
1c7f4eb07e3a6edf4f4c31b257adc290424d20cfa6c7145207abbe000f3a04c3,511116.79715564183,65f1d7cf5093ea63d387b6abef2c40e190436cbbbe5e0f0dcbc60061452464db,2,0,3,0
f5ad9320a7d73be109bbcaf38fe7638649a369fc0759239073eb8667743e86b1,50426.73921202903,092ca56ccc93a82c86c7d2f3985dc62e650e5229637b9049a8f4e9962cf7cdbf,1,0,2,0
c70a375071b739157717a69c6fc097eef4200379d4db3fc7e828150861684b57,524447.0562211386,e2f8af5e09b52b2006c176d658956d96200c82a937f1058c36dbe8d1db010c11,94,0,1,0
c9aff123f59240dfea8df587df538f1aa51a6e5ef7dcca05603af17da09fe6d4,525430.3759761335,1c7f4eb07e3a6edf4f4c31b257adc290424d20cfa6c7145207abbe000f3a04c3,2,0,3,0
692af575969a92bcb75f0e0cb659a9a32462b184832b15881db49be68fcbb847,54966.10204227243,f5ad9320a7d73be109bbcaf38fe7638649a369fc0759239073eb8667743e86b1,1,0,2,0
fe1c465076871b9b6c36c9f3e771e265afb7b7a257cdeea28b3dd60bdbe963c8,582590.1096616838,c70a375071b739157717a69c6fc097eef4200379d4db3fc7e828150861684b57,18,0,1,0
0264bf1620fafaed9ed3fd75c290938ead58bdc373158e3996bdd11fbff8a573,583024.1538380221,c9aff123f59240dfea8df587df538f1aa51a6e5ef7dcca05603af17da09fe6d4,2,0,3,0
c23ef8a2866cef8aae397ff15008b8c4e35db41aa770f5bb475e28b3b8b005c9,55402.06232979929,692af575969a92bcb75f0e0cb659a9a32462b184832b15881db49be68fcbb847,1,0,2,0
013ee18eff3a66fca815ff56790f405515da8a6d320d79e02936b38931d15ad0,623337.6531386444,fe1c465076871b9b6c36c9f3e771e265afb7b7a257cdeea28b3dd60bdbe963c8,24,0,1,0
2c159c46d09e21a36bb0931aff0087be4ac901c29768f59c731391fbd2689fd2,624333.4794364404,0264bf1620fafaed9ed3fd75c290938ead58bdc373158e3996bdd11fbff8a573,2,0,3,0
23bcb4d219f1341d8b50be3dc7b0c8fd07489600cc7e415db3e3c6a1fb2a1371,58359.11104341694,c23ef8a2866cef8aae397ff15008b8c4e35db41aa770f5bb475e28b3b8b005c9,1,0,2,0
ab6cabcda45e80e24bb4ec49dd680825c80cb62a3e65b2b8af696aa4a38e415a,652656.2727268464,013ee18eff3a66fca815ff56790f405515da8a6d320d79e02936b38931d15ad0,51,1,1,0
3fed8bfea2bbb3cbd3d49253d604b007dd1c601385722a133a231d02d30c3bb9,653099.3811571837,2c159c46d09e21a36bb0931aff0087be4ac901c29768f59c731391fbd2689fd2,2,0,3,0
401d2f6c0be3b0fccbf6e8f1500f1b28efab6e29a6ea9b03c652eaf84400e3f1,61505.816869975795,23bcb4d219f1341d8b50be3dc7b0c8fd07489600cc7e415db3e3c6a1fb2a1371,1,0,2,0
7c749fdf06260805c2fa8a6546ecbc95131cfe23e38ff4bfd9765a02a862caba,725797.9458151206,ab6cabcda45e80e24bb4ec49dd680825c80cb62a3e65b2b8af696aa4a38e415a,32,1,1,0
92be2bb7d2749fd3dbea4b23d3b21898fc36e7bf75f60446517b0c97f10da697,726864.5390659072,3fed8bfea2bbb3cbd3d49253d604b007dd1c601385722a133a231d02d30c3bb9,2,0,3,0
6e956d869d5865f8bee54550ec82ba2ade867f0dc8db85ba64c0bbe3ba921595,62402.24123639664,401d2f6c0be3b0fccbf6e8f1500f1b28efab6e29a6ea9b03c652eaf84400e3f1,1,0,2,0
c11445909f5dbef3c23c1811af23c215d4ad76b7881e50232845e11d18b53ca5,727199.5129201111,401d2f6c0be3b0fccbf6e8f1500f1b28efab6e29a6ea9b03c652eaf84400e3f1,30,1,1,0
59134ff8384240323c8d665019e061e55ad52161f3c48e3964b6caa784a4426c,729153.5726635456,92be2bb7d2749fd3dbea4b23d3b21898fc36e7bf75f60446517b0c97f10da697,2,0,3,0
a60bfaf80c31315e4eb6db4ecb737300f7c1c52ed0f6449b7a9b70680b87fa55,62705.26183792243,6e956d869d5865f8bee54550ec82ba2ade867f0dc8db85ba64c0bbe3ba921595,1,0,2,0
b9090b8487c3795dbbe7d2945f1a615168d982d5832f170a6adb35fd489d5212,735327.3541419732,6e956d869d5865f8bee54550ec82ba2ade867f0dc8db85ba64c0bbe3ba921595,3,1,1,0
a49d2a21820a76f445fdc234cd010ed86f91f3aa555bb04cbc06ddb1207742b9,737045.1373449627,59134ff8384240323c8d665019e061e55ad52161f3c48e3964b6caa784a4426c,2,0,3,0
1d392b0dc30d65321e8c89300e0a14e202aec395992a2d3c8c6297c4a02b33a7,72160.5298502434,a60bfaf80c31315e4eb6db4ecb737300f7c1c52ed0f6449b7a9b70680b87fa55,1,0,2,0
44276a6a4017c2052eb8604809de1028c565eb56f8bc63b3a0044365245905e7,990669.9668787969,b9090b8487c3795dbbe7d2945f1a615168d982d5832f170a6adb35fd489d5212,26,0,1,0
5a8038db40d78f4c0cf0b45ae60e23764a695e7f0aa64f1092b8d703ce56d750,992114.0867231344,a49d2a21820a76f445fdc234cd010ed86f91f3aa555bb04cbc06ddb1207742b9,2,0,3,0
beb9c6d3d3d5b74717e67c68f4898cfd56ab9ea12b88a83d485a3a9ee066e856,72548.01805853032,1d392b0dc30d65321e8c89300e0a14e202aec395992a2d3c8c6297c4a02b33a7,1,0,2,0
a27c24f4eb42c2f65243093aaeefc6f174acc35beda0978b13301d58fac2fea9,993650.5712158759,44276a6a4017c2052eb8604809de1028c565eb56f8bc63b3a0044365245905e7,80,1,1,0
f76e3b68fd1a63054228be80b0b02c58d2d8f2af7370f4633175c85fe804be10,994326.1148100529,5a8038db40d78f4c0cf0b45ae60e23764a695e7f0aa64f1092b8d703ce56d750,2,0,3,0
e80336eae7937ca9e3dd6f3fdadeb731f2cd1e94e77ef82b5cc43e4940a9d510,76893.43107684176,beb9c6d3d3d5b74717e67c68f4898cfd56ab9ea12b88a83d485a3a9ee066e856,1,0,2,0
f9cdb3245988d00636ce818d278d8e568155ee1c237feca23d362955395eb5c3,999323.8059682415,a27c24f4eb42c2f65243093aaeefc6f174acc35beda0978b13301d58fac2fea9,11,0,1,0
328c9ad27a648a1b98bd4e5c604cc44d13258e88752ee8a0e878609be2b2448e,85348.94663256877,e80336eae7937ca9e3dd6f3fdadeb731f2cd1e94e77ef82b5cc43e4940a9d510,1,0,2,1
bb3a0e108a59ef133df6b82a6c9280fc740c0938129094b719f25ce995608a0b,102064.11747235508,328c9ad27a648a1b98bd4e5c604cc44d13258e88752ee8a0e878609be2b2448e,1,0,2,1
1e2fb8ef6f8196d936c76303d0b8f32b032b65600f19d71187f8505bee921a44,118503.72309542923,bb3a0e108a59ef133df6b82a6c9280fc740c0938129094b719f25ce995608a0b,1,0,2,1
353e70f0514379dae8191dc0355968dbca640574f2181a575d7f5f4abc9f5bd8,139802.14401722603,1e2fb8ef6f8196d936c76303d0b8f32b032b65600f19d71187f8505bee921a44,1,0,2,1
9663c4f9e21821ab91bc2b301b8e0f6de08a137f442d61d9f14a0eb067045a8b,147793.8603149944,353e70f0514379dae8191dc0355968dbca640574f2181a575d7f5f4abc9f5bd8,1,0,2,1
76d297c46e73c6d9fec505a86a9c532d24f8fd846429937899f4ba4b40080fb6,157142.86882322567,9663c4f9e21821ab91bc2b301b8e0f6de08a137f442d61d9f14a0eb067045a8b,1,0,2,1
932524df418e6fa6913c80767a0fb4e82aa2a2b2ce72d964318fd12461d5f9d6,159105.93194618943,76d297c46e73c6d9fec505a86a9c532d24f8fd846429937899f4ba4b40080fb6,1,0,2,1
88c0800e025d691e030656a46bc31f55366bf5cad93d4ffeead53f5829251f9b,159761.1159365441,932524df418e6fa6913c80767a0fb4e82aa2a2b2ce72d964318fd12461d5f9d6,1,0,2,1
1feee0ed3da1320d82a097f04c1f3f648fdf7802b89fb84412bb2b4715e61614,160234.6927650467,88c0800e025d691e030656a46bc31f55366bf5cad93d4ffeead53f5829251f9b,1,0,2,1
632567c579742f4fbafeb319753b496b485a18e5d0f5694f27a7fcaf08bdfb3f,169938.23727004867,1feee0ed3da1320d82a097f04c1f3f648fdf7802b89fb84412bb2b4715e61614,1,0,2,1
18470499a96f9c905c7bd24aa10b58349efbd7d55ec75e10eb23767a0a215b9c,171759.9994989788,632567c579742f4fbafeb319753b496b485a18e5d0f5694f27a7fcaf08bdfb3f,1,0,2,1
3c560099a3c02b947183c08c81abc7c40e2ecea7914a91af0934dac90cdc036d,171921.13447647408,18470499a96f9c905c7bd24aa10b58349efbd7d55ec75e10eb23767a0a215b9c,1,0,2,1
400a1cdfbcce2465a8349b36e85873b618949fd4ac543a5030cd199a95431eca,172986.37341440516,3c560099a3c02b947183c08c81abc7c40e2ecea7914a91af0934dac90cdc036d,1,0,2,1
18fba9b9d3bb6732357744a971e09242b2de56820a7b3c7d3fbfb881167caccc,190405.6482459851,400a1cdfbcce2465a8349b36e85873b618949fd4ac543a5030cd199a95431eca,1,0,2,1
62d0c563c1c459cce6732a0f9d1bb96d3b95923aff4c8c559fedb9954feb8782,195056.13518931143,18fba9b9d3bb6732357744a971e09242b2de56820a7b3c7d3fbfb881167caccc,1,0,2,1
88625c736393043e41816bd745e49843f26290a88c638aa9750b06747ab32728,197039.824048426,62d0c563c1c459cce6732a0f9d1bb96d3b95923aff4c8c559fedb9954feb8782,1,0,2,1
287da8706f554a4f744fdf917504fb7c922f6d1b9661677acdba4de72619bba4,198287.10941142685,88625c736393043e41816bd745e49843f26290a88c638aa9750b06747ab32728,1,0,2,1
e51efb8733dd361109756f956aea3d2b542752ce0eeb21dfbf259ec1239dc5a8,212594.43907316524,287da8706f554a4f744fdf917504fb7c922f6d1b9661677acdba4de72619bba4,1,0,2,1
b8945067fd26da6d7b232cace7a50977a43cbe9a1000ce7facb53489e87de35b,240525.5219763298,e51efb8733dd361109756f956aea3d2b542752ce0eeb21dfbf259ec1239dc5a8,1,0,2,1
1728db55b1ad64d78cf34563c34068cea68b682231775f45dd858f558d5f6139,243157.29335068766,b8945067fd26da6d7b232cace7a50977a43cbe9a1000ce7facb53489e87de35b,1,0,2,1
b9056025ee6230696423bc491593ff1266486de97b516530c2a664fbc83fca90,295039.51268508384,1728db55b1ad64d78cf34563c34068cea68b682231775f45dd858f558d5f6139,1,0,2,1
9dc5d670336994e953bee8bff29a291bf2dba57fe4275a7696b13c23975c654c,297282.7427937619,b9056025ee6230696423bc491593ff1266486de97b516530c2a664fbc83fca90,1,0,2,1
2fe572ab432397aa9d9f41b185085b8691a842fec6c99b382f18e0ce79cff52e,332823.0773153517,9dc5d670336994e953bee8bff29a291bf2dba57fe4275a7696b13c23975c654c,1,0,2,1
5fbe05437c0db12af510a82d90b2cd1417ac890949ce965fc339ee3994d80967,332865.13671868626,2fe572ab432397aa9d9f41b185085b8691a842fec6c99b382f18e0ce79cff52e,1,0,2,1
9644c97b6417092df096cb58d4949aaa3c53d781126998f49aa2982d76a2fc63,335323.2966639745,5fbe05437c0db12af510a82d90b2cd1417ac890949ce965fc339ee3994d80967,1,0,2,1
6713098ef7af0659e35f8de424ea10ab26f674318748c2ca8d601bbbb6b83cd3,340026.8475388324,9644c97b6417092df096cb58d4949aaa3c53d781126998f49aa2982d76a2fc63,1,0,2,1
05fe613b7a14ef4e5c2cb3e695effbe15523764e67e4ea1e8de5cfad8e52b8b2,350350.37250554713,6713098ef7af0659e35f8de424ea10ab26f674318748c2ca8d601bbbb6b83cd3,1,0,2,1
292950bdd6ae61fa2e6be73fcd9c48db960bbd3ff765c85e7aaf94e751d08b60,396355.9006838703,05fe613b7a14ef4e5c2cb3e695effbe15523764e67e4ea1e8de5cfad8e52b8b2,1,0,2,1
ac16ad9091d5e1f3df411512de9bcc1014a58b3296f3687f0238f550009c5a45,398955.89690645126,292950bdd6ae61fa2e6be73fcd9c48db960bbd3ff765c85e7aaf94e751d08b60,1,0,2,1
a29644b3a733bd0e2fd26e27fe9d6a9db63df530a843718cc3e25cc1e51cfc49,421015.40999947593,ac16ad9091d5e1f3df411512de9bcc1014a58b3296f3687f0238f550009c5a45,1,0,2,1
3b86f709fa402b7df77126932b05be48f82fdb765c79ed4a8a4cef8d4e6a5cc4,422831.24377136625,a29644b3a733bd0e2fd26e27fe9d6a9db63df530a843718cc3e25cc1e51cfc49,1,0,2,1
40ca54e506067b6b20543a8f531e9b38bb777c8d29e9082c6f988443dfce4d65,436064.7404572164,3b86f709fa402b7df77126932b05be48f82fdb765c79ed4a8a4cef8d4e6a5cc4,1,0,2,1
a9c36b3b99ef8b565a0f7c85958bfaf81e100cb45c0a493e3d9623fe11d8bdaf,448703.8287354968,40ca54e506067b6b20543a8f531e9b38bb777c8d29e9082c6f988443dfce4d65,1,0,2,1
28ae7c7d2bd750c3c95a1ab175df00a1a598cd4b31f5188d1147a13a8ae902a8,451394.475436485,a9c36b3b99ef8b565a0f7c85958bfaf81e100cb45c0a493e3d9623fe11d8bdaf,1,0,2,1
9de7f8b6fcb20704adb3096cd79382534632ad1ffb65969ea0a58e8feff479f9,469865.0885328967,28ae7c7d2bd750c3c95a1ab175df00a1a598cd4b31f5188d1147a13a8ae902a8,1,0,2,1
a7a360a7bb892e2a2b48ae4c1265fe9595a98fab17bd9bd4afb355c5f5c11d03,478372.4421024538,9de7f8b6fcb20704adb3096cd79382534632ad1ffb65969ea0a58e8feff479f9,1,0,2,1
cb15ffa9895e31bc2666b062f2f6e7ec5329766add6d3e1175b42dd12e3e8a6b,484072.926401279,a7a360a7bb892e2a2b48ae4c1265fe9595a98fab17bd9bd4afb355c5f5c11d03,1,0,2,1
f4b70689fb0fb074c6e047d7d7ae56ea7157c9e3df6d1496c1634333d2c92c00,484250.996891609,cb15ffa9895e31bc2666b062f2f6e7ec5329766add6d3e1175b42dd12e3e8a6b,1,0,2,1
6005a740442fd5caccdc3d5651feabd840e1a93e58fe2c07bf72e0374477c414,492301.84692978754,f4b70689fb0fb074c6e047d7d7ae56ea7157c9e3df6d1496c1634333d2c92c00,1,0,2,1
77a1595a1f99dcd303e5f6f7fa34a7a0da1b55ff180555fed48ba2a492b9339f,497255.4040719464,6005a740442fd5caccdc3d5651feabd840e1a93e58fe2c07bf72e0374477c414,1,0,2,1
74078cdaeebf50a1f9e0191c8b8f32724921af4978bbb916ed7c8081e12d2eba,499990.31630512135,77a1595a1f99dcd303e5f6f7fa34a7a0da1b55ff180555fed48ba2a492b9339f,1,0,2,1
abd57991dbfe9c16f198e3684fe12c7cfdc846261bb9ecdd24c6c991a7b81ae5,525927.7035021163,74078cdaeebf50a1f9e0191c8b8f32724921af4978bbb916ed7c8081e12d2eba,1,0,2,1
bda8145c01aa653390e1c61b42a5092fc509eef0f952be221b0d3f4129eda553,527528.5568448658,abd57991dbfe9c16f198e3684fe12c7cfdc846261bb9ecdd24c6c991a7b81ae5,1,0,2,1
6daf1b70ca9abb6c3752bea7a95874cf8190087d7118afc99c50b7076423d284,531821.1658424769,bda8145c01aa653390e1c61b42a5092fc509eef0f952be221b0d3f4129eda553,1,0,2,1
